"Int_no","Rue_1","Rue_2","Arrondissement","X","Y"
1337,"Notre-Dame","Saint-Jean-Baptiste","Rivières-des-Prairies - Pointe-aux-Trembles",305560.31,5055561.12
1338,"18 e Avenue","Provost","Lachine",290698.64,5033572.23
1339,"Notre-Dame","Tricentenaire","Rivières-des-Prairies - Pointe-aux-Trembles",305739.93,5056575.11
1340,"Montigny","Saint-Jean-Baptiste","Rivières-des-Prairies - Pointe-aux-Trembles",304299.29,5055856.37
1341,"Allard","Dumas","Sud-Ouest",297168.29,5034498.66
1342,"Allard","Laurendeau","Sud-Ouest",297797.32,5034620.02
1343,"Allard","Monk","Sud-Ouest",297505.25,5034586.12
1344,"Biencourt","Monk","Sud-Ouest",297282.96,5035433.07
1345,"Eadie","Jolicoeur","Sud-Ouest",297715.02,5035237.62
1346,"Hadley","Jacques-Hertel","Sud-Ouest",297551.7,5035519.5
1347,"Hadley","Jolicoeur","Sud-Ouest",297533.19,5035247.06
1348,"Hamilton","Jolicoeur","Sud-Ouest",297175.94,5035182.33
1349,"Jacques-Hertel","Monk","Sud-Ouest",297252.83,5035545.07
1350,"Jogues","Jolicoeur","Sud-Ouest",296809.75,5035091.66
1351,"Jolicoeur","Monk","Sud-Ouest",297337.29,5035224.43
1352,"Monk","Raudot","Sud-Ouest",297589.79,5034265.92
1353,"Monk","Springland","Sud-Ouest",297421.03,5034906.28
1354,"17 e Avenue","Crémazie inter. Sud","Villeray - Saint-Michel - Parc-Extension",296771.03,5047401.5
1355,"17 e Avenue","Crémazie inter. Nord","Villeray - Saint-Michel - Parc-Extension",296730.47,5047426
1356,"17 e Avenue","Jarry","Villeray - Saint-Michel - Parc-Extension",296524.16,5047542.16
1357,"Argenson","Centre","Sud-Ouest",299206.28,5037469.04
1358,"Centre","Charlevoix","Sud-Ouest",299377.18,5037617.55
1359,"Centre","Island","Sud-Ouest",299757.38,5037947.05
1360,"Centre","Laprairie","Sud-Ouest",299654.54,5037857.18
1361,"Centre","Shearer","Sud-Ouest",299947.25,5038110.87
1362,"Charlevoix","Grand Trunk","Sud-Ouest",299500.29,5037521.28
1363,"Charlevoix","Mullins","Sud-Ouest",299557.97,5037475.17
1364,"Charlevoix","Wellington","Sud-Ouest",299985.89,5037138.39
1365,"1 ere Avenue","Rosemont","Rosemont - Petite-Patrie",298158.39,5045330.09
1366,"Congrégation","Wellington","Sud-Ouest",300234.18,5037931.55
1367,"Fortune","Wellington","Sud-Ouest",300179.92,5037551.4
1368,"Hibernia","Mullins","Sud-Ouest",299847.11,5037693.97
1369,"Liverpool","Marguerite-B.(parc)/Wellington","Sud-Ouest",300114.61,5037390.47
1370,"Berri","Mont-Royal","Plateau Mont-Royal",298393.8,5042787.58
1371,"Gouin","Poutrincourt","Ahuntsic - Cartierville",288669.33,5044651.97
1372,"6 e Avenue","Henri-Bourassa Est","Rivières-des-Prairies - Pointe-aux-Trembles",297472.23,5053007.09
1373,"Armand-Chaput","Henri-Bourassa Est","Rivières-des-Prairies - Pointe-aux-Trembles",302579.26,5057360.13
1374,"Armand-Bombardier","Henri-Bourassa Est/Ray-Lawson","Rivières-des-Prairies - Pointe-aux-Trembles",298444.52,5053933.39
1375,"Armand-Bombardier","Maurice-Duplessis","Rivières-des-Prairies - Pointe-aux-Trembles",297822.69,5054623.52
1376,"Armand-Bombardier","Perras","Rivières-des-Prairies - Pointe-aux-Trembles",297242.34,5055400.75
1377,"Marcil","Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",295203.98,5037312.43
1378,"Henri-Bourassa Est","Rivière-des-Prairies","Rivières-des-Prairies - Pointe-aux-Trembles",300592.06,5055964.07
1379,"27 e Avenue","Maurice-Duplessis","Rivières-des-Prairies - Pointe-aux-Trembles",298112.06,5054936.3
1380,"André-Dumas","Maurice-Duplessis","Rivières-des-Prairies - Pointe-aux-Trembles",298328.21,5055169.68
1381,"Armand-Bombardier","Blaise-Pascal","Rivières-des-Prairies - Pointe-aux-Trembles",298029.21,5054363.52
1382,"Coloniale","Sherbrooke","Plateau Mont-Royal",299410.02,5041515.58
1383,"Bélanger","Sagard","Villeray - Saint-Michel - Parc-Extension",296951.3,5045542.22
1384,"Docteur-Penfield","McTavish","Ville-Marie",298668.14,5040457.71
1385,"Du Quesne","Rosemont","Mercier - Hochelaga - Maisonneuve",300263.79,5049054.61
1386,"Beaubien","Écores","Rosemont - Petite-Patrie",297557.38,5045303.48
1387,"Saint-Alexandre","Viger","Ville-Marie",299916.71,5040324.88
1388,"Laurentien","Périnault","Ahuntsic - Cartierville",287863.12,5042995.97
1389,"Carlton","Victoria","Côte-des-Neiges - Notre-Dame-de-Grâce",293890.66,5039488.54
1390,"Chambly","Rachel","Rosemont - Petite-Patrie",300273.77,5045536.56
1391,"Place d'Armes","Saint-Jacques Est","Ville-Marie",300309.9,5040586.55
1392,"Côte-des-Neiges","Goyer","Côte-des-Neiges - Notre-Dame-de-Grâce",294107.86,5040344.55
1393,"Écores","Rosemont","Rosemont - Petite-Patrie",297971.29,5045027.99
1394,"Garnier","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",296313.19,5045142.05
1395,"Henri-Bourassa","Marcelin-Wilson","Ahuntsic - Cartierville",290772.62,5044063.97
1396,"La Gauchetière","Saint-Urbain","Ville-Marie",300044.65,5040778.79
1397,"Lajeunesse","Prieur","Ahuntsic - Cartierville",291917.19,5046056.03
1398,"Millen","Sauvé","Ahuntsic - Cartierville",292703.08,5045913.76
1399,"Saint-Antoine","Vinet","Sud-Ouest",298615.57,5038558.55
1400,"City Councillors","Maisonneuve","Ville-Marie",299310.43,5040644.07
1401,"Notre-Dame","Sortie Molson","Ville-Marie",301017.4,5041984.5
1402,"Cadillac","Pierre-de-Coubertin","Mercier - Hochelaga - Maisonneuve",301750.1,5048270.1
1403,"Parc","5305","Plateau Mont-Royal",296992.44,5042369
1404,"Guy","Saint-Jacques","Sud-Ouest",299331.18,5039058.03
1405,"Esplanade","Henri-Bourassa","Ahuntsic - Cartierville",291323.07,5045305.69
1406,"Beausoleil","Notre-Dame inter. Ouest","Rivières-des-Prairies - Pointe-aux-Trembles",305538.99,5060584.4
1407,"La Rousselière","Notre-Dame","Rivières-des-Prairies - Pointe-aux-Trembles",305238.75,5058630.05
1408,"Mont-Royal","Saint-Michel","Rosemont - Petite-Patrie",299738.51,5045409.78
1409,"Beaubien","Chabot","Rosemont - Petite-Patrie",297338.09,5044937.18
1410,"Mill","Oak","Sud-Ouest",300743.47,5038809.06
1411,"Bellechasse","Chabot","Rosemont - Petite-Patrie",297594.69,5044758.29
1412,"Mont-Royal","Parthenais","Plateau Mont-Royal",299234.54,5044057.46
1413,"Notre-Dame","Raoul-Jobin / Sainte-Maria-Gor","Rivières-des-Prairies - Pointe-aux-Trembles",305793.65,5061722.02
1414,"Atwater","1588 Atwater  Forum Pepsi","Ville-Marie",298142.7,5038870
1415,"Legendre","Marché-Central","Ahuntsic - Cartierville",292854.26,5043730.23
1416,"Saint-Patrick","Thomas-Keefer","Sud-Ouest",299000,5037560
1417,"Angers","Saint-Patrick","Sud-Ouest",298115.9,5036481.61
1418,"Pullman","Saint-Rémi","Sud-Ouest",297251.47,5037044.36
1419,"Saint-Jacques","Square Victoria Ouest","Ville-Marie",300049.22,5040108.5
1420,"Brébeuf","Rachel","Plateau Mont-Royal",299101.99,5043004.89
1421,"18 e Avenue","Saint-Joseph","Rosemont - Petite-Patrie",299749.13,5046025.97
1422,"Docteur-Penfield","Drummond","Ville-Marie",298456.74,5040229.06
1423,"Duke","Ottawa","Ville-Marie",300325.87,5039660.19
1424,"9 e Avenue","Beaubien","Rosemont - Petite-Patrie",297976.88,5045987.74
1425,"Brébeuf","Mont-Royal","Plateau Mont-Royal",298706.2,5043264.09
1426,"Alphonse-D.-Roy","Sainte-Catherine","Mercier - Hochelaga - Maisonneuve",301460.98,5044098.36
1427,"Bonavista","Côte-Saint-Luc","Côte-des-Neiges - Notre-Dame-de-Grâce",295731.29,5038179.43
1428,"13 e Avenue","Saint-Zotique","Rosemont - Petite-Patrie",297857.34,5046405.45
1429,"Bélanger","Normanville","Rosemont - Petite-Patrie",296430.89,5044719.21
1430,"Anvers","Querbes","Villeray - Saint-Michel - Parc-Extension",293990.38,5043672.95
1431,"Bloomfield","Jarry","Villeray - Saint-Michel - Parc-Extension",294178.1,5043445.59
1432,"Bloomfield","Ogilvy","Villeray - Saint-Michel - Parc-Extension",294963.47,5043117.93
1433,"Saint-Cuthbert","Saint-Laurent","Plateau Mont-Royal",298769.61,5041786.58
1434,"Hochelaga","Théodore","Mercier - Hochelaga - Maisonneuve",301416.64,5046684.71
1435,"Chabanel","Esplanade","Ahuntsic - Cartierville",292847.5,5044590.29
1436,"Christophe-Colomb","Jacques-Casault","Ahuntsic - Cartierville",294616.75,5045782.62
1437,"Champagneur","Ogilvy","Villeray - Saint-Michel - Parc-Extension",294938.22,5043058.07
1438,"6 e Avenue","Saint-Zotique","Rosemont - Petite-Patrie",297576.58,5045948.88
1439,"Lille","Port-Royal","Ahuntsic - Cartierville",293820.37,5047900.54
1440,"Hôtel-de-Ville","Mont-Royal","Plateau Mont-Royal",298192.16,5042464.47
1441,"Alphonse-D.-Roy","Notre-Dame","Mercier - Hochelaga - Maisonneuve",301553.94,5044058.9
1442,"8 e Avenue","Rosemont","Rosemont - Petite-Patrie",298403.34,5045730.02
1443,"Normanville","Saint-Zotique","Rosemont - Petite-Patrie",296700.7,5044549.58
1444,"Côte-Saint-Luc","Hampton/Heath","Côte-des-Neiges - Notre-Dame-de-Grâce",293905.07,5037428.96
1445,"Cavendish","Chester","Côte-des-Neiges - Notre-Dame-de-Grâce",293421.23,5036764.96
1446,"René-Lévesque","800 Face au Reine-Élizabeth","Ville-Marie",299471.4,5040123.5
1447,"Beauharnois","Charles-de-la-Tour","Ahuntsic - Cartierville",292862.02,5043261.55
1448,"Jeanne-Mance","Mont-Royal","Plateau Mont-Royal",297874.81,5041960.07
1449,"Jeanne-Mance","Maisonneuve","Ville-Marie",299461.93,5040919.57
1450,"Côte-Sainte-Catherine","Stirling","Côte-des-Neiges - Notre-Dame-de-Grâce",295550.54,5040981.06
1451,"Montigny","Tricentenaire","Rivières-des-Prairies - Pointe-aux-Trembles",304618.46,5056844.1
1452,"Jean-Talon","Normanville","Villeray - Saint-Michel - Parc-Extension",296154.06,5044892.37
1453,"86 e Avenue","Antoine-Chaudillon/Notre-Dame","Rivières-des-Prairies - Pointe-aux-Trembles",305698.54,5061410.67
1454,"Darlington","Goyer","Côte-des-Neiges - Notre-Dame-de-Grâce",294603.65,5041112.06
1455,"Centre","Ropery","Sud-Ouest",299550.77,5037767.67
1456,"Centre","Richmond","Sud-Ouest",300064.08,5038211.55
1457,"Dickson","Jumonville","Rosemont - Petite-Patrie",300734.28,5048297.02
1458,"Chambord","Fleury","Ahuntsic - Cartierville",292450.59,5046659.94
1459,"Saint-Urbain","Sauvé","Ahuntsic - Cartierville",292237.2,5045060.29
1460,"19 e Avenue","Jarry","Villeray - Saint-Michel - Parc-Extension",296640.96,5047726.06
1461,"Pie-IX","face au 8211","Villeray - Saint-Michel - Parc-Extension",296676.88,5048032.5
1462,"Notre-Dame","Place d'Armes/Saint-Sulpice","Ville-Marie",300373.56,5040557.72
1463,"Assomption","Saules des","Rosemont - Petite-Patrie",300304.73,5048081.53
1464,"Lorimier","Port-Royal","Ahuntsic - Cartierville",293617.02,5047558.26
1465,"16 e Avenue","Bellechasse","Rosemont - Petite-Patrie",298585.92,5046374.68
1466,"Chabot","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",296523.43,5045471.56
1467,"Lille","Sauvé","Ahuntsic - Cartierville",293660.12,5047997.69
1468,"André-Grasset","Émile-Journault","Ahuntsic - Cartierville",294223.73,5046420.08
1469,"Henri-Julien","Legendre","Ahuntsic - Cartierville",293371.54,5045159.02
1470,"Lorimier","Sauvé","Ahuntsic - Cartierville",293454.75,5047654.27
1471,"Charland","Lorimier","Villeray - Saint-Michel - Parc-Extension",293684.08,5047518.54
1472,"La Valinière","Maurice-Duplessis","Rivières-des-Prairies - Pointe-aux-Trembles",297528.21,5054304.83
1473,"6 e Avenue","Maurice-Duplessis","Rivières-des-Prairies - Pointe-aux-Trembles",296883.09,5053799.7
1474,"Normanville","Rosemont","Rosemont - Petite-Patrie",297476.83,5044041.69
1475,"Crémazie","Henri-Julien inter. Sud","Ahuntsic - Cartierville",293899.66,5044918
1476,"Crémazie","Henri-Julien inter. Nord","Ahuntsic - Cartierville",293871.56,5044954
1477,"Crémazie","De Lorimier inter. Sud","Villeray - Saint-Michel - Parc-Extension",295602.06,5046227.5
1478,"Square Victoria Est","Viger","Ville-Marie",299882.3,5040259.5
1479,"Crémazie","Jarry inter. Nord","Villeray - Saint-Michel - Parc-Extension",295858.12,5046480
1480,"Crémazie","Jarry inter. Sud","Villeray - Saint-Michel - Parc-Extension",295727.8,5046298
1481,"24 e Avenue","Crémazie","Villeray - Saint-Michel - Parc-Extension",297063.6,5047946
1482,"Crémazie","Pie-IX inter. Nord","Villeray - Saint-Michel - Parc-Extension",296957.5,5047781.5
1483,"Crémazie","Pie-IX inter. Sud","Villeray - Saint-Michel - Parc-Extension",297059.5,5047866.5
1484,"19 e Avenue","Crémazie inter. Sud","Villeray - Saint-Michel - Parc-Extension",296882.38,5047574.5
1485,"19 e Avenue","Crémazie inter. Nord","Villeray - Saint-Michel - Parc-Extension",296837.4,5047604.5
1486,"Dickson","1100","Mercier - Hochelaga - Maisonneuve",302692.7,5047352.5
1487,"Nazareth","William","Sud-Ouest",300176.54,5039666.35
1488,"17 e Avenue","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",297407.07,5047004.07
1489,"Alexis-Carrel","Maurice-Duplessis","Rivières-des-Prairies - Pointe-aux-Trembles",298549.03,5055409.21
1490,"Crémazie","Iberville inter. Nord","Villeray - Saint-Michel - Parc-Extension",296003.44,5046518.5
1491,"Fernand-Gauthier","Maurice-Duplessis","Rivières-des-Prairies - Pointe-aux-Trembles",297346.81,5054142.63
1492,"Henri-Bourassa Est","L.-J.-Forget","Rivières-des-Prairies - Pointe-aux-Trembles",297915.8,5053426.63
1493,"Davidson","Rachel/Saint-Michel","Rosemont - Petite-Patrie",300142.99,5045235.61
1494,"Érables","Rachel","Plateau Mont-Royal",299584.19,5043721.1
1495,"Aylmer","Pins","Plateau Mont-Royal",298587.59,5041048.84
1496,"41 e Avenue","Saint-Zotique","Rosemont - Petite-Patrie",299030.99,5048320.57
1497,"Notre-Dame","Saint-Georges (pl)","Rivières-des-Prairies - Pointe-aux-Trembles",305572.2,5057075.94
1498,"Hutchison","Prince-Arthur","Plateau Mont-Royal",298840.72,5041101.57
1499,"Damien-Gauthier","Sherbrooke","Rivières-des-Prairies - Pointe-aux-Trembles",304803,5060459.03
1500,"13 e Avenue","Bellechasse","Rosemont - Petite-Patrie",298449.99,5046149.38
1501,"Sherbrooke","5300 Est (Village Olympique)","Mercier - Hochelaga - Maisonneuve",300718.03,5047630.5
1502,"Goyer","Wilderton","Côte-des-Neiges - Notre-Dame-de-Grâce",294802.63,5041423.14
1503,"Castelnau","Châteaubriand","Villeray - Saint-Michel - Parc-Extension",295762.48,5044570.92
1504,"Bedford","Wilderton","Côte-des-Neiges - Notre-Dame-de-Grâce",294706.28,5041447.29
1505,"Létourneux","Rouen","Mercier - Hochelaga - Maisonneuve",301414.33,5045972.95
1506,"Garnier","Sauvé","Ahuntsic - Cartierville",293192.09,5047097.04
1507,"Orléans","Rachel","Rosemont - Petite-Patrie",300416.69,5045887.11
1508,"Ontario","Panet","Ville-Marie",300011.29,5042559.27
1510,"Atwater","Lionel-Groulx","Sud-Ouest",298617.98,5038127.54
1511,"Lucien-L'Allier","Saint-Jacques","Ville-Marie",299476,5039269.39
1512,"19 e Avenue","Bélanger","Villeray - Saint-Michel - Parc-Extension",297836.37,5046991.07
1513,"15 e Avenue","Saint-Joseph","Rosemont - Petite-Patrie",299641.38,5045825
1514,"Iberville","Logan","Ville-Marie",300976.04,5043417.38
1515,"Industriel","Saint-Jean-Baptiste","Rivières-des-Prairies - Pointe-aux-Trembles",303274.83,5056089.57
1516,"Laurier","Parc Voie réversible","Plateau Mont-Royal",297315.21,5042193.57
1517,"Notre-Dame","Gypsum","Mercier - Hochelaga - Maisonneuve",303956.5,5049136
1518,"Rosemont","5689 (Hôp. Maisonneuve-R.)","Rosemont - Petite-Patrie",300037.44,5048570.5
1519,"Maurice-Duplessis","Pierre-Blanchet","Rivières-des-Prairies - Pointe-aux-Trembles",296983.54,5053873.94
1520,"Papineau","Rosemont","Rosemont - Petite-Patrie",297669.55,5044533.37
1521,"Acadie","Legendre","Ahuntsic - Cartierville",292805.5,5043613.61
1522,"Bedford","Darlington","Côte-des-Neiges - Notre-Dame-de-Grâce",294534.79,5041175.62
1523,"Monkland","Oxford","Côte-des-Neiges - Notre-Dame-de-Grâce",295161.62,5037246.32
1524,"Henri-Julien","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",295776.72,5044139.16
1525,"Montgomery","Sherbrooke","Plateau Mont-Royal",300139.09,5044352.6
1526,"Jean-d'Estrées","Saint-Antoine","Ville-Marie",299508.13,5039587.4
1527,"McGill College","Président-Kennedy","Ville-Marie",299040.82,5040367.04
1528,"Boyer","Jean-Talon","Rosemont - Petite-Patrie",296002.69,5044647.36
1529,"Industriel","Tricentenaire","Rivières-des-Prairies - Pointe-aux-Trembles",303491.68,5057089.92
1530,"Boyer","Rosemont","Rosemont - Petite-Patrie",297326.59,5043806.11
1531,"Clifton","Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",295510.34,5036573.09
1532,"Jean-Talon","Lucerne","Côte-des-Neiges - Notre-Dame-de-Grâce",293500.97,5040316.39
1533,"40 e Avenue","Henri-Bourassa inter.Sud","Rivières-des-Prairies - Pointe-aux-Trembles",303921.7,5058266
1534,"40 e Avenue","Henri-Bourassa inter.Nord","Rivières-des-Prairies - Pointe-aux-Trembles",303866.53,5058284
1535,"31 e Avenue","Rosemont","Rosemont - Petite-Patrie",299395.71,5047335.16
1536,"Jean-d'Estrées","Saint-Jacques","Ville-Marie",299631,5039497
1537,"Sherbrooke","Yves-Thériault","Rivières-des-Prairies - Pointe-aux-Trembles",304670.15,5059905.33
1538,"Futailles","Tellier","Mercier - Hochelaga - Maisonneuve",303078.66,5049380.5
1539,"Tellier","Société des Alcools du Québec","Mercier - Hochelaga - Maisonneuve",303114.72,5049538
1540,"Beauclerk","Notre-Dame","Mercier - Hochelaga - Maisonneuve",303747.32,5048798.12
1541,"Fabre","Mont-Royal","Plateau Mont-Royal",298871.5,5043514.09
1542,"Lachapelle","Ranger","Ahuntsic - Cartierville",287745.45,5043261.17
1543,"Henri-Bourassa Est","Saint-Jean-Baptiste","Rivières-des-Prairies - Pointe-aux-Trembles",301976.41,5056940.85
1544,"Jarry","Wiseman","Villeray - Saint-Michel - Parc-Extension",294100.89,5043260.58
1545,"Irwin","Trinitaires","Sud-Ouest",296627.19,5034137.59
1546,"Lacroix","Trinitaires","Sud-Ouest",296871.14,5034074.69
1547,"Decelles","Swail","Côte-des-Neiges - Notre-Dame-de-Grâce",295537.12,5039696.85
1548,"Bridge","Chemin-des-Irlandais","Sud-Ouest",301245.5,5038562.96
1549,"Saint-Laurent","8845 (Ateliers Youville STCUM)","Ahuntsic - Cartierville",293574.62,5044725
1550,"Commune de la","Mill","Ville-Marie",300661.44,5039604
1551,"Brennan/Commune","Prince","Ville-Marie",300650.55,5039571.56
1552,"Industriel / Port-Royal","Saint-Michel","Montréal-Nord",294148.79,5048454.9
1553,"Beaumont","Outremont","Villeray - Saint-Michel - Parc-Extension",295312.65,5042830.92
1554,"Parc","5305 Voie réversible","Plateau Mont-Royal",296998.56,5042376.5
1555,"Réal-Benoit","Sherbrooke","Rivières-des-Prairies - Pointe-aux-Trembles",304613.98,5059677.66
1556,"Saint-Patrick","5870 (Sidbec-Dosco)","Sud-Ouest",296748.16,5035661
1557,"Parc","Rachel face monument","Plateau Mont-Royal",298172.5,5041645.5
1559,"Saint-Jean-Baptiste","Autoroute 40 nord","Rivières-des-Prairies - Pointe-aux-Trembles",302494.97,5056547
1561,"Beaubien","François-Boivin","Mercier - Hochelaga - Maisonneuve",300169.73,5050054.65
1562,"Notre-Dame","5378 Est (Vopak accès Est)","Mercier - Hochelaga - Maisonneuve",302886.16,5046928.5
1563,"Beaubien","Pierre-Gadois","Mercier - Hochelaga - Maisonneuve",300288.9,5050330.25
1564,"Langelier","Renty","Mercier - Hochelaga - Maisonneuve",300933.3,5049438.03
1565,"Bernard","Parc Voie réversible","Plateau Mont-Royal",296557.53,5042643.53
1566,"Canadiens de Montréal","Montagne","Ville-Marie",299263.05,5039554.42
1567,"Parc","Villeneuve Voie réversible","Plateau Mont-Royal",297579.91,5042027.57
1568,"Parc","5647","Plateau Mont-Royal",296697.4,5042555
1569,"André-Laurendeau","Rachel","Rosemont - Petite-Patrie",299978.51,5044771.5
1570,"Sherbrooke","Valois","Rosemont - Petite-Patrie",300509.09,5045629.61
1571,"Dickson","2150 (Clos Dickson)","Mercier - Hochelaga - Maisonneuve",302288.5,5047503
1572,"Laurentien","12150","Ahuntsic - Cartierville",287645.7,5043114
1573,"Saint-Antoine","Square Victoria Ouest","Ville-Marie",299961.7,5040163
1574,"Hôtel-de-Ville","Saint-Antoine","Ville-Marie",300439.42,5040988.07
1575,"Coolbrook","Vézina","Côte-des-Neiges - Notre-Dame-de-Grâce",293168.16,5039034.04
1576,"Radisson","Radisson (Galeries d'Anjou)","Mercier - Hochelaga - Maisonneuve",301049.92,5050169.01
1577,"Grenet","Louisbourg","Ahuntsic - Cartierville",288408.61,5042880
1578,"Pullman","Sainte-Anne-de-Bellevue","Côte-des-Neiges - Notre-Dame-de-Grâce",294225.28,5034548.5
1579,"Cedar","Pins","Ville-Marie",298128.68,5040049.56
1580,"André-Grasset","Louvain","Ahuntsic - Cartierville",293551.48,5046871.54
1581,"Brébeuf","Saint-Grégoire","Plateau Mont-Royal",297872.21,5043817.26
1582,"Hudson","Linton","Côte-des-Neiges - Notre-Dame-de-Grâce",294865.48,5040577.83
1583,"Alexandre-DeSève","Ontario","Ville-Marie",300080,5042712.59
